user_id,nome,nome,responsavel,documento,telefone,email,cidade,uf,regiao,culturas,cluster,area_total,tipo_solo,praga_comum,safra_principal
user_273,Agropecuária Boa Vista do Ribeiro,Agropecuária Boa Vista do Ribeiro,Vinicius Ribeiro,571.276.675-71,(11) 94317-2495,agropecuáriaboavistadoribeiro@agrocorp.com.br,Cidade BA,BA,Nordeste,Cana-de-Açúcar / Soja,DIAMOND,3600,Latossolo Vermelho,Nematoides / Cigarrinha,Abr-Ago
user_274,Cooperativa Esperança da Ferreira,Cooperativa Esperança da Ferreira,Rafael Ferreira,819.079.597-48,(16) 42013-8728,cooperativaesperançadaferreira@ruraltec.com.br,Cidade CE,CE,Outra,Algodão / Café,DIAMOND,1400,Terra Roxa,Percevejos / Ferrugem,Abr-Ago
user_275,Chácara Progresso da Pereira,Chácara Progresso da Pereira,Bruno Pereira,082.871.917-83,(52) 69910-4607,chácaraprogressodapereira@fazenda.com.br,Cidade PI,PI,Nordeste,Algodão,DIAMOND,2800,Latossolo Amarelo,Lagarta,Set-Fev
user_276,Chácara Horizonte do Cardoso Agro,Chácara Horizonte do Cardoso Agro,Gabriel Cardoso,847.153.508-53,(50) 77157-3303,chácarahorizontedocardosoagro@ruraltec.com.br,Cidade PI,PI,Nordeste,Café / Milho,DIAMOND,1300,Argissolo,Ferrugem / Nematoides,Nov-Abr
user_277,Fazenda Progresso do Barbosa,Fazenda Progresso do Barbosa,Yasmin Barbosa,501.531.950-62,(17) 94318-2269,fazendaprogressodobarbosa@agrocorp.com.br,Cidade PA,PA,Norte,Trigo,GOLD,1100,Argissolo,Nematoides / Ferrugem,Nov-Abr
user_278,Chácara Verde do Oliveira,Chácara Verde do Oliveira,Renata Oliveira,812.363.125-36,(75) 33785-5746,chácaraverdedooliveira@agrocorp.com.br,Cidade RO,RO,Outra,Milho,PLATINUM,1400,Latossolo Amarelo,Ferrugem / Percevejos,Set-Fev
user_279,Granja Progresso da Silva,Granja Progresso da Silva,Karen Silva,304.049.081-54,(48) 92818-3741,granjaprogressodasilva@ruraltec.com.br,Cidade RR,RR,Norte,Trigo / Cana-de-Açúcar,PLATINUM,1600,Argissolo,Lagarta / Cigarrinha,Nov-Abr
user_28,Cooperativa Verde da Ferreira,Cooperativa Verde da Ferreira,Karen Ferreira,786.757.781-19,(98) 12243-0099,cooperativaverdedaferreira@fazenda.com.br,Cidade SC,SC,Outra,Soja / Milho,DIAMOND,1100,Neossolo,Cigarrinha,Abr-Ago
user_280,Cooperativa Progresso da Pereira Comércio,Cooperativa Progresso da Pereira Comércio,Eduardo Pereira,440.934.572-66,(14) 38216-4939,cooperativaprogressodapereiracomércio@agrocorp.com.br,Cidade ES,ES,Outra,Milho,DIAMOND,2700,Argissolo,Cigarrinha / Percevejos,Out-Mar
user_281,Chácara Ouro da Souza Rural,Chácara Ouro da Souza Rural,Helena Souza,387.214.899-17,(18) 78583-7286,chácaraourodasouzarural@ruraltec.com.br,Cidade RO,RO,Outra,Milho / Algodão,SILVER,2300,Latossolo Vermelho,Cigarrinha / Lagarta,Out-Mar
user_282,Chácara Horizonte da Melo,Chácara Horizonte da Melo,Olivia Melo,504.161.165-66,(83) 39480-1891,chácarahorizontedamelo@fazenda.com.br,Cidade AM,AM,Outra,Milho / Algodão,SILVER,1800,Neossolo,Percevejos,Abr-Ago
user_283,Sítio São João do Silva,Sítio São João do Silva,Igor Silva,052.657.878-57,(44) 31991-6728,sítiosãojoãodosilva@agrocorp.com.br,Cidade AM,AM,Outra,Cana-de-Açúcar,GOLD,2700,Neossolo,Percevejos,Nov-Abr
user_284,Cooperativa Progresso do Gomes,Cooperativa Progresso do Gomes,Tatiana Gomes,996.215.266-93,(45) 70662-4351,cooperativaprogressodogomes@agrocorp.com.br,Cidade MG,MG,Outra,Cana-de-Açúcar,GOLD,1400,Terra Roxa,Cigarrinha / Ferrugem,Out-Mar
user_285,Agropecuária Boa Vista da Barbosa,Agropecuária Boa Vista da Barbosa,Gabriel Barbosa,730.002.010-02,(89) 59189-7865,agropecuáriaboavistadabarbosa@ruraltec.com.br,Lucas do Rio Verde,MT,Centro-Oeste,Cana-de-Açúcar,PLATINUM,1900,Latossolo Vermelho,Nematoides,Abr-Ago
user_286,Granja Lider da Cardoso,Granja Lider da Cardoso,Mariana Cardoso,549.178.826-23,(67) 96426-5850,granjaliderdacardoso@fazenda.com.br,Cidade PR,PR,Sul,Cana-de-Açúcar / Milho,DIAMOND,2000,Terra Roxa,Cigarrinha,Set-Fev
user_287,Cooperativa Esperança do Oliveira Rural,Cooperativa Esperança do Oliveira Rural,Ana Oliveira,843.615.628-70,(31) 25609-2014,cooperativaesperançadooliveirarural@ruraltec.com.br,Cidade TO,TO,Outra,Trigo,PLATINUM,1300,Latossolo Vermelho,Ferrugem / Lagarta,Abr-Ago
user_288,Granja Lider da Almeida EIRELI,Granja Lider da Almeida EIRELI,Renata Almeida,828.075.174-71,(50) 17867-5477,granjaliderdaalmeida@agrocorp.com.br,Cidade RJ,RJ,Outra,Milho,SILVER,1900,Neossolo,Percevejos,Abr-Ago
user_289,Sítio Lider da Barbosa,Sítio Lider da Barbosa,Fernanda Barbosa,081.510.271-18,(68) 85385-3217,sítioliderdabarbosa@ruraltec.com.br,Cidade DF,DF,Outra,Algodão / Milho,PLATINUM,1500,Terra Roxa,Ferrugem / Lagarta,Nov-Abr
user_29,Agropecuária Esperança do Nascimento,Agropecuária Esperança do Nascimento,Paulo Nascimento,484.886.577-58,(61) 10043-5287,agropecuáriaesperançadonascimento@ruraltec.com.br,Cidade AM,AM,Outra,Trigo / Café,PLATINUM,2300,Latossolo Amarelo,Lagarta / Nematoides,Nov-Abr
user_290,Fazenda Esperança da Gomes EIRELI,Fazenda Esperança da Gomes EIRELI,Bruno Gomes,455.121.678-24,(49) 87497-6329,fazendaesperançadagomes@ruraltec.com.br,Cidade AM,AM,Outra,Milho / Trigo,DIAMOND,2200,Argissolo,Percevejos,Nov-Abr
user_291,Agropecuária Boa Vista da Souza,Agropecuária Boa Vista da Souza,Renata Souza,682.416.509-18,(56) 50003-8500,agropecuáriaboavistadasouza@agrocorp.com.br,Cidade RJ,RJ,Outra,Cana-de-Açúcar / Milho,PLATINUM,1800,Neossolo,Lagarta,Nov-Abr
user_292,Granja Lider da Melo,Granja Lider da Melo,Yasmin Melo,217.674.364-03,(19) 63841-1336,granjaliderdamelo@ruraltec.com.br,Cidade PB,PB,Outra,Trigo,SILVER,2400,Latossolo Vermelho,Percevejos / Nematoides,Out-Mar
user_293,Agropecuária Progresso da Cardoso,Agropecuária Progresso da Cardoso,Karen Cardoso,846.554.119-56,(57) 29979-2716,agropecuáriaprogressodacardoso@agrocorp.com.br,Cidade RO,RO,Outra,Milho,DIAMOND,1100,Neossolo,Lagarta,Abr-Ago
user_294,Chácara Horizonte da Silva,Chácara Horizonte da Silva,Vinicius Silva,128.703.870-92,(12) 68937-3769,chácarahorizontedasilva@agrocorp.com.br,Cidade ES,ES,Outra,Trigo / Soja,SILVER,2100,Terra Roxa,Percevejos,Out-Mar
user_295,Cooperativa Esperança do Almeida,Cooperativa Esperança do Almeida,Olivia Almeida,715.997.266-95,(15) 52882-3998,cooperativaesperançadoalmeida@ruraltec.com.br,Cidade SE,SE,Outra,Soja / Algodão,SILVER,2000,Neossolo,Lagarta,Abr-Ago
user_296,Chácara Ouro do Almeida,Chácara Ouro do Almeida,Renata Almeida,246.605.855-14,(38) 45308-4554,chácaraourodoalmeida@agrocorp.com.br,Lucas do Rio Verde,MS,Centro-Oeste,Milho,SILVER,800,Neossolo,Percevejos / Lagarta,Abr-Ago
user_297,Fazenda Esperança do Almeida,Fazenda Esperança do Almeida,Igor Almeida,819.453.274-39,(57) 66077-6193,fazendaesperançadoalmeida@ruraltec.com.br,Cidade AC,AC,Outra,Cana-de-Açúcar,GOLD,900,Neossolo,Nematoides / Cigarrinha,Set-Fev
user_298,Cooperativa Ouro do Nascimento Comércio,Cooperativa Ouro do Nascimento Comércio,Leonardo Nascimento,444.514.998-39,(22) 73087-6388,cooperativaourodonascimentocomércio@agrocorp.com.br,Cidade AC,AC,Outra,Cana-de-Açúcar,GOLD,1400,Latossolo Amarelo,Percevejos / Cigarrinha,Out-Mar
user_299,Fazenda Horizonte do Costa,Fazenda Horizonte do Costa,Júlia Costa,206.715.045-04,(16) 45094-9897,fazendahorizontedocosta@fazenda.com.br,Sorriso,MS,Centro-Oeste,Soja,DIAMOND,3500,Argissolo,Cigarrinha / Nematoides,Nov-Abr
user_3,Cooperativa Ouro do Costa & Filhos,Cooperativa Ouro do Costa & Filhos,Tatiana Costa,155.237.794-38,(64) 95814-5063,cooperativaourodocostafilhos@agrocorp.com.br,Cidade AP,AP,Outra,Algodão,GOLD,2400,Neossolo,Lagarta / Cigarrinha,Nov-Abr
user_30,Chácara Ouro da Oliveira,Chácara Ouro da Oliveira,Paulo Oliveira,177.049.232-50,(22) 89829-6151,chácaraourodaoliveira@fazenda.com.br,Goiânia,MT,Centro-Oeste,Algodão,SILVER,2300,Latossolo Vermelho,Lagarta / Cigarrinha,Abr-Ago
user_300,Fazenda Boa Vista da Lima,Fazenda Boa Vista da Lima,Renata Lima,402.485.226-40,(12) 17136-7689,fazendaboavistadalima@fazenda.com.br,Cidade AM,AM,Outra,Cana-de-Açúcar / Soja,SILVER,1800,Latossolo Amarelo,Cigarrinha,Nov-Abr
user_301,Granja Horizonte do Silva,Granja Horizonte do Silva,Carlos Silva,833.938.301-69,(47) 93940-2252,granjahorizontedosilva@ruraltec.com.br,Cidade AC,AC,Outra,Café / Milho,GOLD,700,Terra Roxa,Nematoides / Ferrugem,Abr-Ago
user_302,Fazenda Esperança do Ferreira Comércio,Fazenda Esperança do Ferreira Comércio,Mariana Ferreira,419.525.212-03,(44) 90236-2883,fazendaesperançadoferreiracomércio@agrocorp.com.br,Cidade SP,SP,Sudeste,Cana-de-Açúcar / Soja,SILVER,1600,Argissolo,Ferrugem / Cigarrinha,Out-Mar
user_303,Sítio São João da Barbosa,Sítio São João da Barbosa,Bruno Barbosa,121.118.027-03,(68) 31281-9325,sítiosãojoãodabarbosa@fazenda.com.br,Cidade BA,BA,Nordeste,Trigo / Milho,PLATINUM,500,Latossolo Amarelo,Ferrugem,Set-Fev
user_304,Sítio Verde do Costa,Sítio Verde do Costa,Karen Costa,132.282.416-28,(37) 56361-3542,sítioverdedocosta@agrocorp.com.br,Cidade PE,PE,Nordeste,Cana-de-Açúcar,SILVER,900,Neossolo,Ferrugem / Cigarrinha,Abr-Ago
user_305,Agropecuária Ouro do Rocha,Agropecuária Ouro do Rocha,Fernanda Rocha,764.323.012-49,(81) 81777-5813,agropecuáriaourodorocha@fazenda.com.br,Cidade PR,PR,Sul,Trigo,SILVER,1000,Argissolo,Lagarta / Ferrugem,Out-Mar
user_306,Sítio Lider da Souza,Sítio Lider da Souza,Helena Souza,729.189.133-23,(68) 20354-7095,sítioliderdasouza@agrocorp.com.br,Cidade MA,MA,Outra,Café,PLATINUM,2100,Neossolo,Ferrugem,Nov-Abr
user_307,Cooperativa Lider da Rocha,Cooperativa Lider da Rocha,Tatiana Rocha,038.555.233-19,(56) 46909-8416,cooperativaliderdarocha@fazenda.com.br,Campo Grande,MS,Centro-Oeste,Trigo,PLATINUM,2500,Argissolo,Lagarta / Ferrugem,Out-Mar
user_308,Sítio Lider da Martins,Sítio Lider da Martins,Olivia Martins,630.241.197-37,(44) 16028-8835,sítioliderdamartins@agrocorp.com.br,Cidade ES,ES,Outra,Trigo,SILVER,2200,Latossolo Vermelho,Nematoides,Abr-Ago
user_309,Cooperativa Esperança do Rocha,Cooperativa Esperança do Rocha,Bruno Rocha,235.709.099-57,(20) 14108-1014,cooperativaesperançadorocha@ruraltec.com.br,Lucas do Rio Verde,GO,Centro-Oeste,Milho,DIAMOND,1000,Latossolo Amarelo,Cigarrinha / Ferrugem,Nov-Abr
user_31,Granja Esperança da Rocha Agro,Granja Esperança da Rocha Agro,Renata Rocha,028.140.489-92,(75) 81028-9583,granjaesperançadarochaagro@agrocorp.com.br,Cidade AM,AM,Outra,Milho / Café,PLATINUM,2000,Argissolo,Ferrugem,Abr-Ago
user_310,Cooperativa Ouro do Ferreira,Cooperativa Ouro do Ferreira,Vinicius Ferreira,717.588.128-94,(92) 59847-7994,cooperativaourodoferreira@agrocorp.com.br,Cidade SP,SP,Sudeste,Trigo / Soja,PLATINUM,1600,Neossolo,Cigarrinha,Abr-Ago
user_311,Sítio Esperança do Nascimento Comércio,Sítio Esperança do Nascimento Comércio,Ana Nascimento,745.351.266-89,(67) 48462-3839,sítioesperançadonascimentocomércio@fazenda.com.br,Cidade PE,PE,Nordeste,Cana-de-Açúcar / Café,DIAMOND,900,Latossolo Amarelo,Lagarta / Nematoides,Set-Fev
user_312,Chácara São João da Pereira,Chácara São João da Pereira,Paulo Pereira,063.967.558-34,(24) 59433-0161,chácarasãojoãodapereira@ruraltec.com.br,Cidade SE,SE,Outra,Milho,DIAMOND,2300,Neossolo,Nematoides / Cigarrinha,Nov-Abr
user_313,Fazenda Horizonte da Rocha Agro,Fazenda Horizonte da Rocha Agro,Tatiana Rocha,583.552.769-36,(68) 19571-9155,fazendahorizontedarochaagro@agrocorp.com.br,Cidade PI,PI,Nordeste,Milho / Trigo,PLATINUM,600,Terra Roxa,Percevejos / Lagarta,Nov-Abr
user_314,Cooperativa Ouro da Nascimento,Cooperativa Ouro da Nascimento,Nicolas Nascimento,219.691.307-95,(87) 60418-1403,cooperativaourodanascimento@agrocorp.com.br,Goiânia,MS,Centro-Oeste,Soja,SILVER,1800,Neossolo,Percevejos / Ferrugem,Set-Fev
user_315,Agropecuária Ouro do Almeida,Agropecuária Ouro do Almeida,Mariana Almeida,544.742.564-21,(33) 29863-3297,agropecuáriaourodoalmeida@agrocorp.com.br,Cidade RR,RR,Norte,Algodão,SILVER,2000,Terra Roxa,Lagarta,Set-Fev
user_316,Chácara Progresso do Ferreira,Chácara Progresso do Ferreira,Leonardo Ferreira,395.842.735-15,(72) 18313-5911,chácaraprogressodoferreira@agrocorp.com.br,Cidade AM,AM,Outra,Algodão / Soja,GOLD,600,Terra Roxa,Percevejos / Nematoides,Out-Mar
user_317,Cooperativa São João da Oliveira,Cooperativa São João da Oliveira,Samuel Oliveira,494.375.007-81,(96) 44524-8504,cooperativasãojoãodaoliveira@agrocorp.com.br,Cidade PA,PA,Norte,Cana-de-Açúcar,PLATINUM,2100,Argissolo,Percevejos / Lagarta,Out-Mar
user_318,Sítio Progresso do Lima,Sítio Progresso do Lima,Renata Lima,136.871.208-95,(84) 70369-5128,sítioprogressodolima@agrocorp.com.br,Lucas do Rio Verde,MT,Centro-Oeste,Café / Algodão,DIAMOND,900,Latossolo Vermelho,Nematoides,Out-Mar
user_319,Fazenda Lider do Ribeiro,Fazenda Lider do Ribeiro,Igor Ribeiro,903.969.201-14,(25) 91350-4532,fazendaliderdoribeiro@agrocorp.com.br,Cidade PR,PR,Sul,Cana-de-Açúcar,GOLD,2700,Argissolo,Cigarrinha / Nematoides,Abr-Ago
user_32,Granja São João da Gomes,Granja São João da Gomes,Júlia Gomes,902.130.717-46,(67) 43815-3245,granjasãojoãodagomes@agrocorp.com.br,Cidade PA,PA,Norte,Café / Milho,GOLD,2500,Terra Roxa,Lagarta,Set-Fev
user_320,Cooperativa Verde do Almeida,Cooperativa Verde do Almeida,Eduardo Almeida,549.180.370-34,(52) 22145-2864,cooperativaverdedoalmeida@agrocorp.com.br,Cidade MA,MA,Outra,Algodão,SILVER,500,Latossolo Amarelo,Ferrugem,Out-Mar
user_321,Agropecuária Esperança do Oliveira Agro,Agropecuária Esperança do Oliveira Agro,Nicolas Oliveira,172.630.428-34,(58) 67344-6406,agropecuáriaesperançadooliveiraagro@fazenda.com.br,Cidade CE,CE,Outra,Algodão,PLATINUM,1400,Terra Roxa,Ferrugem / Lagarta,Nov-Abr
user_322,Chácara Boa Vista do Rocha,Chácara Boa Vista do Rocha,Daniela Rocha,835.568.360-71,(51) 94955-8897,chácaraboavistadorocha@agrocorp.com.br,Cidade PR,PR,Sul,Cana-de-Açúcar / Café,PLATINUM,1200,Terra Roxa,Cigarrinha / Lagarta,Abr-Ago
user_323,Agropecuária Lider da Ribeiro,Agropecuária Lider da Ribeiro,Samuel Ribeiro,163.859.274-79,(88) 89671-0956,agropecuárialiderdaribeiro@fazenda.com.br,Cidade AL,AL,Outra,Trigo / Algodão,PLATINUM,900,Terra Roxa,Percevejos / Lagarta,Out-Mar
user_324,Fazenda Progresso da Almeida,Fazenda Progresso da Almeida,Paulo Almeida,307.377.377-76,(81) 31615-9093,fazendaprogressodaalmeida@fazenda.com.br,Cidade ES,ES,Outra,Algodão / Milho,GOLD,1700,Neossolo,Ferrugem,Abr-Ago
user_325,Fazenda Horizonte da Ferreira,Fazenda Horizonte da Ferreira,Carlos Ferreira,052.558.260-94,(63) 53723-2776,fazendahorizontedaferreira@agrocorp.com.br,Cidade DF,DF,Outra,Trigo / Cana-de-Açúcar,PLATINUM,900,Latossolo Vermelho,Percevejos,Out-Mar
user_326,Fazenda Boa Vista da Lima,Fazenda Boa Vista da Lima,Karen Lima,384.766.305-43,(13) 65977-5530,fazendaboavistadalima@agrocorp.com.br,Cidade RR,RR,Norte,Café / Algodão,SILVER,2400,Terra Roxa,Cigarrinha / Lagarta,Abr-Ago
user_327,Granja Horizonte do Almeida,Granja Horizonte do Almeida,Karen Almeida,502.171.699-08,(99) 82311-9754,granjahorizontedoalmeida@ruraltec.com.br,Cidade RS,RS,Outra,Cana-de-Açúcar,SILVER,900,Latossolo Amarelo,Percevejos,Set-Fev
user_328,Chácara Verde da Lima & Filhos,Chácara Verde da Lima & Filhos,Nicolas Lima,569.214.169-32,(37) 29992-6005,chácaraverdedalimafilhos@ruraltec.com.br,Cidade PI,PI,Nordeste,Trigo,GOLD,1800,Neossolo,Cigarrinha,Set-Fev
user_329,Agropecuária Boa Vista do Oliveira,Agropecuária Boa Vista do Oliveira,Leonardo Oliveira,000.740.619-82,(17) 26670-8239,agropecuáriaboavistadooliveira@fazenda.com.br,Cidade SE,SE,Outra,Trigo,GOLD,2700,Neossolo,Lagarta / Nematoides,Nov-Abr
user_33,Cooperativa Verde do Barbosa,Cooperativa Verde do Barbosa,Mariana Barbosa,879.893.183-54,(95) 84249-6581,cooperativaverdedobarbosa@agrocorp.com.br,Cidade SE,SE,Outra,Café,SILVER,900,Terra Roxa,Cigarrinha / Lagarta,Set-Fev
user_330,Cooperativa São João do Rocha LTDA,Cooperativa São João do Rocha LTDA,Eduardo Rocha,189.117.643-66,(51) 47129-2200,cooperativasãojoãodorocha@agrocorp.com.br,Cidade CE,CE,Outra,Algodão,DIAMOND,2000,Terra Roxa,Lagarta / Ferrugem,Set-Fev
user_331,Cooperativa Ouro da Rocha LTDA,Cooperativa Ouro da Rocha LTDA,Bruno Rocha,709.801.727-33,(16) 47618-5049,cooperativaourodarocha@ruraltec.com.br,Rondonópolis,GO,Centro-Oeste,Soja,GOLD,1000,Argissolo,Lagarta / Cigarrinha,Nov-Abr
user_332,Granja Progresso da Cardoso,Granja Progresso da Cardoso,Bruno Cardoso,779.715.878-44,(60) 95080-9493,granjaprogressodacardoso@agrocorp.com.br,Cidade ES,ES,Outra,Café,DIAMOND,3100,Neossolo,Ferrugem,Out-Mar
user_333,Sítio Verde do Rocha,Sítio Verde do Rocha,Renata Rocha,761.887.083-40,(19) 91074-3955,sítioverdedorocha@fazenda.com.br,Cidade PR,PR,Sul,Café,PLATINUM,1400,Terra Roxa,Nematoides / Ferrugem,Set-Fev
user_334,Fazenda Progresso do Silva,Fazenda Progresso do Silva,Rafael Silva,799.065.216-70,(33) 13112-3057,fazendaprogressodosilva@agrocorp.com.br,Cidade AC,AC,Outra,Algodão,DIAMOND,1100,Latossolo Amarelo,Lagarta,Set-Fev
user_335,Sítio Progresso do Costa,Sítio Progresso do Costa,Clara Costa,830.163.828-08,(88) 37535-1461,sítioprogressodocosta@agrocorp.com.br,Cidade PR,PR,Sul,Café,GOLD,1800,Latossolo Vermelho,Cigarrinha / Ferrugem,Out-Mar
user_336,Fazenda São João da Costa,Fazenda São João da Costa,Fernanda Costa,114.595.394-17,(86) 80886-8978,fazendasãojoãodacosta@ruraltec.com.br,Cidade MA,MA,Outra,Algodão / Cana-de-Açúcar,SILVER,2300,Latossolo Amarelo,Percevejos,Nov-Abr
user_337,Sítio Boa Vista do Silva EIRELI,Sítio Boa Vista do Silva EIRELI,Rafael Silva,998.130.104-51,(67) 16272-7133,sítioboavistadosilva@agrocorp.com.br,Cidade RN,RN,Nordeste,Milho / Algodão,GOLD,2400,Terra Roxa,Percevejos,Out-Mar
user_338,Fazenda Verde da Souza,Fazenda Verde da Souza,Bruno Souza,876.954.163-40,(58) 99360-4388,fazendaverdedasouza@ruraltec.com.br,Rondonópolis,GO,Centro-Oeste,Milho,PLATINUM,1600,Argissolo,Ferrugem,Nov-Abr
user_339,Cooperativa Lider da Almeida & Filhos,Cooperativa Lider da Almeida & Filhos,Rafael Almeida,341.576.681-41,(17) 44903-2738,cooperativaliderdaalmeidafilhos@ruraltec.com.br,Cidade AC,AC,Outra,Café / Soja,PLATINUM,1900,Latossolo Amarelo,Lagarta,Set-Fev
user_34,Sítio Horizonte do Melo,Sítio Horizonte do Melo,Leonardo Melo,079.083.521-32,(21) 30185-4291,sítiohorizontedomelo@ruraltec.com.br,Cidade SE,SE,Outra,Algodão / Cana-de-Açúcar,GOLD,2500,Neossolo,Lagarta / Percevejos,Out-Mar
user_340,Cooperativa Boa Vista da Barbosa,Cooperativa Boa Vista da Barbosa,Rafael Barbosa,054.263.073-05,(78) 40571-4750,cooperativaboavistadabarbosa@agrocorp.com.br,Cidade PB,PB,Outra,Trigo / Milho,DIAMOND,1800,Argissolo,Lagarta / Nematoides,Out-Mar
user_341,Sítio Esperança da Barbosa,Sítio Esperança da Barbosa,Nicolas Barbosa,860.885.721-57,(21) 52298-0216,sítioesperançadabarbosa@ruraltec.com.br,Cidade PE,PE,Nordeste,Trigo / Café,GOLD,1700,Latossolo Amarelo,Ferrugem / Nematoides,Abr-Ago
user_342,Cooperativa Horizonte do Gomes,Cooperativa Horizonte do Gomes,Mariana Gomes,663.775.096-11,(91) 87029-4568,cooperativahorizontedogomes@fazenda.com.br,Cidade BA,BA,Nordeste,Cana-de-Açúcar / Soja,GOLD,1200,Argissolo,Percevejos,Nov-Abr
user_343,Chácara Horizonte da Almeida,Chácara Horizonte da Almeida,Yasmin Almeida,855.298.724-59,(76) 67971-0250,chácarahorizontedaalmeida@agrocorp.com.br,Cidade MG,MG,Outra,Soja,SILVER,600,Neossolo,Percevejos,Out-Mar
user_344,Sítio São João da Almeida,Sítio São João da Almeida,Bruno Almeida,513.573.786-84,(94) 94342-2317,sítiosãojoãodaalmeida@fazenda.com.br,Cidade PA,PA,Norte,Milho / Trigo,PLATINUM,600,Neossolo,Ferrugem / Nematoides,Abr-Ago
user_345,Granja Esperança do Ferreira,Granja Esperança do Ferreira,Clara Ferreira,079.178.165-84,(43) 29627-6543,granjaesperançadoferreira@ruraltec.com.br,Cidade SC,SC,Outra,Café,GOLD,2200,Neossolo,Lagarta / Percevejos,Out-Mar
user_346,Chácara Ouro do Martins & Filhos,Chácara Ouro do Martins & Filhos,Rafael Martins,901.735.903-14,(80) 15306-3779,chácaraourodomartinsfilhos@ruraltec.com.br,Cidade MG,MG,Outra,Milho / Algodão,DIAMOND,1300,Terra Roxa,Percevejos / Ferrugem,Nov-Abr
user_347,Sítio Horizonte do Barbosa LTDA,Sítio Horizonte do Barbosa LTDA,Helena Barbosa,155.838.343-67,(47) 95417-8114,sítiohorizontedobarbosa@agrocorp.com.br,Cidade AL,AL,Outra,Milho,GOLD,1500,Terra Roxa,Percevejos / Nematoides,Set-Fev
user_348,Sítio São João da Nascimento,Sítio São João da Nascimento,Júlia Nascimento,183.226.739-74,(73) 37606-8583,sítiosãojoãodanascimento@fazenda.com.br,Cidade RS,RS,Outra,Cana-de-Açúcar,DIAMOND,1500,Latossolo Vermelho,Lagarta,Set-Fev
user_349,Sítio São João do Silva,Sítio São João do Silva,Bruno Silva,178.736.429-47,(65) 24634-8032,sítiosãojoãodosilva@ruraltec.com.br,Cidade SC,SC,Outra,Algodão,PLATINUM,1400,Neossolo,Nematoides,Out-Mar
user_35,Agropecuária São João da Melo,Agropecuária São João da Melo,Mariana Melo,677.153.265-79,(69) 91884-3051,agropecuáriasãojoãodamelo@fazenda.com.br,Cidade RO,RO,Outra,Cana-de-Açúcar / Milho,DIAMOND,3100,Latossolo Amarelo,Cigarrinha / Nematoides,Nov-Abr
user_350,Granja Lider da Lima,Granja Lider da Lima,Clara Lima,396.240.941-09,(74) 26205-7012,granjaliderdalima@agrocorp.com.br,Sorriso,MS,Centro-Oeste,Milho / Trigo,DIAMOND,3400,Argissolo,Nematoides / Cigarrinha,Set-Fev
user_351,Cooperativa Lider do Ribeiro,Cooperativa Lider do Ribeiro,Daniela Ribeiro,594.945.757-78,(19) 50785-3739,cooperativaliderdoribeiro@fazenda.com.br,Cidade BA,BA,Nordeste,Milho,SILVER,500,Latossolo Vermelho,Nematoides / Ferrugem,Set-Fev
user_352,Granja Ouro do Almeida,Granja Ouro do Almeida,Carlos Almeida,801.354.905-65,(86) 77520-5447,granjaourodoalmeida@ruraltec.com.br,Cidade RO,RO,Outra,Milho,SILVER,1900,Neossolo,Ferrugem / Cigarrinha,Out-Mar
user_353,Chácara Esperança do Melo,Chácara Esperança do Melo,Vinicius Melo,784.281.691-12,(63) 30007-9683,chácaraesperançadomelo@fazenda.com.br,Cidade SC,SC,Outra,Algodão / Trigo,SILVER,1800,Argissolo,Lagarta / Ferrugem,Set-Fev
user_354,Fazenda São João do Silva,Fazenda São João do Silva,Daniela Silva,572.792.177-62,(41) 31191-2766,fazendasãojoãodosilva@agrocorp.com.br,Cidade ES,ES,Outra,Cana-de-Açúcar / Milho,GOLD,2700,Neossolo,Ferrugem / Cigarrinha,Set-Fev
user_355,Cooperativa Progresso da Lima,Cooperativa Progresso da Lima,Paulo Lima,716.300.768-14,(60) 96938-8760,cooperativaprogressodalima@fazenda.com.br,Cidade BA,BA,Nordeste,Milho,SILVER,2000,Neossolo,Nematoides / Ferrugem,Nov-Abr
user_356,Granja São João da Nascimento,Granja São João da Nascimento,Júlia Nascimento,202.032.046-46,(39) 80573-9558,granjasãojoãodanascimento@agrocorp.com.br,Cidade PB,PB,Outra,Soja,SILVER,1100,Latossolo Amarelo,Cigarrinha / Ferrugem,Out-Mar
user_357,Sítio Progresso do Barbosa,Sítio Progresso do Barbosa,Eduardo Barbosa,826.902.923-52,(83) 53150-3441,sítioprogressodobarbosa@agrocorp.com.br,Cidade CE,CE,Outra,Algodão / Café,PLATINUM,1400,Argissolo,Nematoides,Out-Mar
user_358,Chácara Lider da Costa,Chácara Lider da Costa,Ana Costa,519.223.256-00,(20) 34067-7064,chácaraliderdacosta@ruraltec.com.br,Cidade MG,MG,Outra,Trigo,DIAMOND,3000,Terra Roxa,Nematoides / Cigarrinha,Set-Fev
user_359,Fazenda Esperança da Melo,Fazenda Esperança da Melo,Bruno Melo,250.048.974-26,(91) 55673-0964,fazendaesperançadamelo@fazenda.com.br,Cidade TO,TO,Outra,Trigo,SILVER,2100,Neossolo,Nematoides / Ferrugem,Out-Mar
user_36,Sítio Boa Vista do Cardoso,Sítio Boa Vista do Cardoso,Olivia Cardoso,087.034.893-75,(43) 76970-0266,sítioboavistadocardoso@agrocorp.com.br,Cidade SP,SP,Sudeste,Cana-de-Açúcar / Milho,DIAMOND,1500,Terra Roxa,Lagarta,Nov-Abr
